"Original URL";"Destination URL"
"https://www.jove.com/t/57097/phloem-sap-sampling-from-brassica-napus-for-3d--page-of-protein-and-ribonucleoprotein-complexes";"https://www.jove.com/t/57097/phloem-sap-sampling-from-brassica-napus-for-3d-page-protein"
"https://www.jove.com/science-education/v/10740/pyruvate-oxidation?language=Arabic";"https://www.jove.com/science-education/10740/pyruvate-oxidation-production-of-acetyl-coa-in-mitochondria?language=Arabic"
"https://www.jove.com/t/2815/quantitative-analysis-of-cancer-metastasis-using-an-avian-embryo-model?list=M45azlCd&?list=M45azlCd&&language=Chinese";"https://www.jove.com/t/2815/quantitative-analysis-cancer-metastasis-using-an-avian-embryo-model?list=M45azlCd&?list=M45azlCd&&language=Chinese"
"https://www.jove.com/t/3258/behavioral-assessment-of-manual-dexterity-in-non-human-primates?id=3258&&?id=3258&&&&language=Hebrew";"https://www.jove.com/t/3258/behavioral-assessment-manual-dexterity-non-human-primates-video?id=3258&&?id=3258&&&&language=Hebrew"
"https://www.jove.com/t/2713/un-sistema-para-el-cultivo-de-clulas-epiteliales-del-pigmento-del?language=Spanish";"https://www.jove.com/t/2713/a-system-for-culturing-iris-pigment-epithelial-cells-to-study-lens?language=Spanish"
"https://www.jove.com/t/20130/congelamento-de-nematoides-um-mtodo-para-expor-tecidos-de-vermes?language=Portuguese";"https://www.jove.com/t/20130/freeze-cracking-nematodes-method-to-expose-interior-worm-tissues-for?language=Portuguese"
"https://www.jove.com/t/54269/synthse-facile-de-micelles-worm-like-par-lumire-visible-mediated?language=French";"https://www.jove.com/t/54269/facile-synthesis-worm-like-micelles-visible-light-mediated-dispersion?language=French"
"https://www.jove.com/t/55888/forberedelse-og-hy-temperatur-anti-vedheft-virkemten-til-en-glatt?language=Norwegian";"https://www.jove.com/t/55888/preparation-high-temperature-anti-adhesion-behavior-slippery-surface?language=Norwegian"
"https://www.jove.com/t/50319/identification-of-disease--related-spatial-covariance-patterns-using-neuroimaging-data";"https://www.jove.com/t/50319/identification-disease-related-spatial-covariance-patterns-using"
"https://www.jove.com/t/55638/ensaios-de-retardamento-de-gel-de-agarose-protein-trna-para-anlise-do?language=Portuguese";"https://www.jove.com/t/55638/protein-trna-agarose-gel-retardation-assays-for-analysis-n6?language=Portuguese"
"https://www.jove.com/t/2774";"https://www.jove.com/t/2774/trichuris-muris-infection-model-type-2-immunity-inflammation-gut"
"https://www.jove.com/t/58326/met-behulp-van-een-klas-gebaseerde-delesse-roediger-mcdermott?language=Dutch";"https://www.jove.com/t/58326/using-classroom-based-deese-roediger-mcdermott-paradigm-to-assess?language=Dutch"
"https://www.jove.com/t/50426?language=Chinese";"https://www.jove.com/t/50426/simultaneous-eeg-monitoring-during-transcranial-direct-current?language=Chinese"
"https://www.jove.com/t/61056/-?language=Hebrew";"https://www.jove.com/t/61056/automated-delivery-microfabricated-targets-for-intense-laser?language=Hebrew"
"https://www.jove.com/v/157/lisolement-et-la-transplantation-de-cellules-souches-hmatopotiques-csh?id=157&language=French";"https://www.jove.com/v/157/isolation-transplantation-hematopoietic-stem-cells-hscs-video?id=157&language=French"
"https://www.jove.com/science-education/10833/protein-digestion?language=Turkish&list=p6L7S7ib";"https://www.jove.com/science-education/10833/protein-disgestion-pepsin-and-peptidases?language=Turkish&list=p6L7S7ib"
"https://www.jove.com/t/53069/protocol-for-isolation-of-primary-human-hepatocytes-and-corresponding-major-populations-of-non--parenchymal-liver-cells";"https://www.jove.com/t/53069/protocol-for-isolation-primary-human-hepatocytes-corresponding-major"
"https://www.jove.com/science-education/11471/peptide-bonds?language=Spanish&list=Q684F22v";"https://www.jove.com/science-education/11471/peptide-bonds-formation-structure-and-conformation?language=Spanish&list=Q684F22v"
"https://www.jove.com/t/2689/-zebrafish-?list=g0ZTiiBK&language=Korean";"https://www.jove.com/t/2689/live-imaging-cell-extrusion-from-epidermis-developing-zebrafish-video?list=g0ZTiiBK&language=Korean"
"https://www.jove.com/science-education/10838/what-is-a-nervous-system?language=French&list=896rEtSE";"https://www.jove.com/science-education/10838/nervous-system-central-and-peripheral-nervous-system?language=French&list=896rEtSE"
"https://www.jove.com/v/53773/-?language=Russian";"https://www.jove.com/v/53773/an-experimental-analysis-children-s-ability-to-provide-false-report?language=Russian"
"https://www.jove.com/t/268/?section=0&language=Japanese";"https://www.jove.com/t/268/silicon-microchips-for-manipulating-cell-cell-interaction?section=0&language=Japanese"
"https://www.jove.com/t/3793/?list=q0xzdi1E&language=Japanese";"https://www.jove.com/t/3793/stereotactic-radiosurgery-for-gynecologic-cancer-video-jove?list=q0xzdi1E&language=Japanese"
"https://www.jove.com/t/50881/coculture-system-med-en-organotypiska-brain-slice-och-3d-sfr-av?language=Turkish";"https://www.jove.com/t/50881/coculture-system-with-an-organotypic-brain-slice-3d-spheroid?language=Turkish"
"https://www.jove.com/t/51420/analysis-global-rna-synthesis-at-single-cell-level-following?list=8CS48Lmp&language=Italian";"https://www.jove.com/t/51420/analysis-global-rna-synthesis-at-single-cell-level-following-hypoxia?list=8CS48Lmp&language=Italian"
"https://www.jove.com/it/t/64878/gerao-e-cultivo-de-organoides-derivados-de-pacientes-com-cncer-de?language=Portuguese";"https://www.jove.com/t/64878/generation-culturing-high-grade-serous-ovarian-cancer-patient-derived?language=Portuguese"
"https://www.jove.com/t/50113?language=Japanese";"https://www.jove.com/t/50113/gene-trapping-using-gal4-in-zebrafish-video-jove?language=Japanese"
"https://www.jove.com/science-education/10684/nucleic-acids?language=Portuguese&list=Cf5JNaZ0";"https://www.jove.com/science-education/10684/nucleotides-and-nucleic-acids?language=Portuguese&list=Cf5JNaZ0"
"https://www.jove.com/science-education/10833/protein-digestion?language=Spanish&list=p6L7S7ib";"https://www.jove.com/science-education/10833/protein-disgestion-pepsin-and-peptidases?language=Spanish&list=p6L7S7ib"
"https://www.jove.com/es/v/50143/replicative-?language=Hindi";"https://www.jove.com/v/50143/continuous-high-resolution-microscopic-observation-replicative-aging?language=Hindi"
"https://www.jove.com/t/2050/?language=Chinese";"https://www.jove.com/t/2050/measuring-calpain-activity-fixed-living-cells-flow-cytometry-video?language=Chinese"
"https://www.jove.com/v/3149/flexstation-3-trp-?request_type=Call&pid=4925&cmp=7014u000001ooUuAAI&_ga=2.105020865.31337553.1627944892-1838985180.1626900199&utm_source=internal&utm_medium=tradeshow&utm_campaign=md-na-cc-ts-internal-20230221-slaspressrelease_heartbeat.bionewsroomarticle&utm_medium=tradeshow&utm_campaign=md-eu-cc-ts-20210623-25-slaseuropeshowleads&language=Korean";"https://www.jove.com/v/3149/cell-based-calcium-assay-for-medium-to-high-throughput-screening-trp?request_type=Call&pid=4925&cmp=7014u000001ooUuAAI&_ga=2.105020865.31337553.1627944892-1838985180.1626900199&utm_source=internal&utm_medium=tradeshow&utm_campaign=md-na-cc-ts-internal-20230221-slaspressrelease_heartbeat.bionewsroomarticle&utm_medium=tradeshow&utm_campaign=md-eu-cc-ts-20210623-25-slaseuropeshowleads&language=Korean"
"https://www.jove.com/science-education-library/96/plant-structure-growth-";"https://www.jove.com/science-education-library/96/plant-structure-growth-and-nutrition"
"https://www.jove.com/v/51661/-pterional-?language=Russian";"https://www.jove.com/v/51661/minimally-invasive-thumb-sized-pterional-craniotomy-for-surgical-clip?language=Russian"
"https://www.jove.com/v/61373/?list=pu2Vc550&language=Chinese";"https://www.jove.com/v/61373/a-cell-culture-model-for-producing-high-titer-hepatitis-e-virus?list=pu2Vc550&language=Chinese"
"https://www.jove.com/t/157/?id=157&language=Japanese";"https://www.jove.com/t/157/isolation-transplantation-hematopoietic-stem-cells-hscs-video?id=157&language=Japanese"
"https://www.jove.com/t/55263/?language=Turkish";"https://www.jove.com/t/55263/targeted-situ-mutagenesis-histone-genes-budding-yeast-video?language=Turkish"
"https://www.jove.com/v/5541/genetic-crosses";"https://www.jove.com/v/5541/mendel-s-laws-genetic-crosses-and-tetrad-analysis"
"https://www.jove.com/t/53548?language=Chinese";"https://www.jove.com/t/53548/dissolution-dynamic-nuclear-polarization-instrumentation-for-real?language=Chinese"
"https://www.jove.com/v/59392/en-arbeidsbesparende-og-repeterbar-touch-force-signalering-mutant?language=Norwegian";"https://www.jove.com/v/59392/a-labor-saving-repeatable-touch-force-signaling-mutant-screen?language=Norwegian"
"https://www.jove.com/t/59380/?s&?s&&language=Japanese";"https://www.jove.com/t/59380/interfacial-molecular-level-structures-polymers-biomacromolecules?s&?s&&language=Japanese"
"https://www.jove.com/t/4125/co--analysis-of-brain-structure-and-function-using-fmri-and-diffusion--weighted-imaging";"https://www.jove.com/t/4125/co-analysis-brain-structure-function-using-fmri-diffusion-weighted"
"https://www.jove.com/v/65624/preparation-food-samples-using-homogenization-microwave-assisted-wet?language=Russian";"https://www.jove.com/t/65624/preparation-food-samples-using-homogenization-microwave-assisted-wet"
"https://www.jove.com/v/2966/necropsy-?id=2966&language=Hebrew";"https://www.jove.com/v/2966/diagnostic-necropsy-selected-tissue-sample-collection-rats-mice-video?id=2966&language=Hebrew"
"https://www.jove.com/t/60638/?list=105O38B5&language=Japanese";"https://www.jove.com/t/60638/use-capillary-electrophoresis-immunoassay-to-search-for-potential?list=105O38B5&language=Japanese"
"https://www.jove.com/t/58618?list=o486Wiij&?list=o486Wiij&language=Chinese";"https://www.jove.com/t/58618/4d-microscopy-of-yeast-video-jove?list=o486Wiij&?list=o486Wiij&language=Chinese"
"https://www.jove.com/v/58150/chronisch-slaaptekort-in-muis-pups-door-middel-van-zachte-behandeling?language=Dutch";"https://www.jove.com/v/58150/chronic-sleep-deprivation-mouse-pups-means-gentle-handling-video?language=Dutch"
"https://www.jove.com/t/50215";"https://www.jove.com/t/50215/mitochondria-associated-er-membranes-mams-glycosphingolipid-enriched"
"https://www.jove.com/v/53878/-?list=tYg1uFTv&?list=tYg1uFTv&language=Russian";"https://www.jove.com/v/53878/use-rabbit-eyes-pharmacokinetic-studies-intraocular-drugs-video?list=tYg1uFTv&?list=tYg1uFTv&language=Russian"
"https://www.jove.com/t/2744/?TRILIBIS_EMULATOR_UA=nsclpfpr";"https://www.jove.com/t/2744/electrode-positioning-transcranial-direct-current-stimulation?TRILIBIS_EMULATOR_UA=nsclpfpr"
"https://www.jove.com/v/57244/experimentelle-untersuchung-der-strmung-struktur-ber-eine-delta-flgel?language=German";"https://www.jove.com/v/57244/experimental-investigation-flow-structure-over-delta-wing-via-flow?language=German"
"https://www.jove.com/t/56149/well--aligned-vertically-oriented-zno-nanorod-arrays-and-their-application-in-inverted-small-molecule-solar-cells";"https://www.jove.com/t/56149/well-aligned-vertically-oriented-zno-nanorod-arrays-their-application"
"https://www.jove.com/science-education/11292/standard-enthalpy-of-formation?language=Korean&list=d0lZ55x6";"https://www.jove.com/science-education/11292/standard-states-and-standard-enthalpy-of-formation?language=Korean&list=d0lZ55x6"
"https://www.jove.com/science-education/11292/standard-enthalpy-of-formation?language=German&list=d0lZ55x6";"https://www.jove.com/science-education/11292/standard-states-and-standard-enthalpy-of-formation?language=German&list=d0lZ55x6"
"https://www.jove.com/t/53193/differentiation-of-the-sh-sy5y-human-neuroblastoma-cell-line";"https://www.jove.com/t/53193/differentiation-sh-sy5y-human-neuroblastoma-cell-line-video"
"https://www.jove.com/t/55490?language=Turkish";"https://www.jove.com/t/55490/in-vivo-imaging-transgenic-gene-expression-individual-retinal?language=Turkish"
"https://www.jove.com/es/v/55483/";"https://www.jove.com/v/55483/using-whole-mount-immunohistochemical-method-to-study-innervation"
"https://www.jove.com/science-education/10899/affinity-and-avidity?language=Turkish&list=UusbyGHP";"https://www.jove.com/science-education/10899/antibodies-affinity-and-avidity?language=Turkish&list=UusbyGHP"
"https://www.jove.com/t/58587?language=Portuguese";"https://www.jove.com/t/58587/analysis-actomyosin-dynamics-at-local-cellular-tissue-scales-using?language=Portuguese"
"https://www.jove.com/science-education/10696/tissues?language=Russian&list=7Ez94234";"https://www.jove.com/science-education/10696/classification-of-tissues-in-multicellular-organisms?language=Russian&list=7Ez94234"
"https://www.jove.com/v/66082/determination-45-pesticides-avocado-varieties-quechers-method-gas?language=Chinese";"https://www.jove.com/t/66082/determination-45-pesticides-avocado-varieties-quechers-method-gas"
"https://www.jove.com/science-education/10815/gene-therapy?language=Chinese&list=q0KdD7Ao";"https://www.jove.com/science-education/10815/gene-therapy-in-disease-intervention?language=Chinese&list=q0KdD7Ao"
"https://www.jove.com/t/3872?language=Dutch";"https://www.jove.com/t/3872/phenotypic-functional-characterization-endothelial-colony-forming?language=Dutch"
"https://www.jove.com/v/2771/manual-restraint-common-compound-administration-routes-mice?list=XZP228Mh&?list=XZP228Mh&language=Swedish";"https://www.jove.com/v/2771/manual-restraint-common-compound-administration-routes-mice-rats?list=XZP228Mh&?list=XZP228Mh&language=Swedish"
"https://www.jove.com/v/58767/-?language=Arabic";"https://www.jove.com/v/58767/a-plate-competition-assay-as-quick-preliminary-assessment-disease?language=Arabic"
"https://www.jove.com/v/56255/in-vivo-assay-til-pvisning-af-antigen-specifikke-t-celle-cytolytisk?language=Danish";"https://www.jove.com/v/56255/in-vivo-assay-for-detection-antigen-specific-t-cell-cytolytic?language=Danish"
"https://www.jove.com/v/1529/visualizacin-de-una-sola-molcula-de-adn-de-replicacin-con-microscopa?id=1529";"https://www.jove.com/v/1529/visualizing-single-molecule-dna-replication-with-fluorescence?id=1529"
"https://www.jove.com/t/2744/?TRILIBIS_EMULATOR_UA=nsclpfpr";"https://www.jove.com/t/2744/electrode-positioning-transcranial-direct-current-stimulation?TRILIBIS_EMULATOR_UA=nsclpfpr"
"https://www.jove.com/t/58587?language=Norwegian";"https://www.jove.com/t/58587/analysis-actomyosin-dynamics-at-local-cellular-tissue-scales-using?language=Norwegian"
"https://www.jove.com/details.php?id=3227";"https://www.jove.com/t/3227/visualizing-macromolecular-complexes-by-negative-stain-em-protocol"
"https://www.jove.com/t/3227";"https://www.jove.com/t/3227/visualizing-macromolecular-complexes-by-negative-stain-em-protocol"
"https://www.jove.com/v/58751/-?language=Japanese";"https://www.jove.com/v/58751/using-enhanced-green-fluorescence-protein-expressing-escherichia-coli?language=Japanese"
"https://www.jove.com/v/1726/immagini-dal-vivo-della-motilit-cellulare-e-citoscheletro-dei-singoli?list=F9L08985&&?list=F9L08985&&language=Italian";"https://www.jove.com/v/1726/live-imaging-cell-motility-actin-cytoskeleton-individual-neurons?list=F9L08985&&?list=F9L08985&&language=Italian"
"https://www.jove.com/v/59828/quantification-of-atherosclerosis-in-mice";"https://www.jove.com/v/59828/quantification-of-atherosclerosis-in-mice-video-jove"
"https://www.jove.com/t/51111/collection-and-analysis-of-arabidopsis-phloem-exudates-using-the-edta--facilitated-method";"https://www.jove.com/t/51111/collecting-and-analyzing-arabidopsis-phloem-exudates-protocol"
"https://www.jove.com/kr/v/3077/un-modelo-de-ratn-de-la-prueba-de-bolsillo-para-el-estudio-de-la?language=Korean";"https://www.jove.com/v/3077/a-mouse-model-cornea-pocket-assay-for-angiogenesis-study-video?language=Korean"
"https://www.jove.com/v/4025/-?language=Turkish";"https://www.jove.com/v/4025/november-2011-this-month-in-jove-video-jove?language=Turkish"
"https://www.jove.com/v/65553/surgical-porcine-model-chronic-myocardial-ischemia-treated-exosome?language=Italian";"https://www.jove.com/t/65553/surgical-porcine-model-chronic-myocardial-ischemia-treated-exosome"
"https://www.jove.com/v/56985/modelos-de-mouse-da-infeco-por-helicobacter-e-patologias-gstricas?language=Portuguese";"https://www.jove.com/v/56985/mouse-models-helicobacter-infection-gastric-pathologies-video?language=Portuguese"
"https://www.jove.com/v/51649/aufbau-und-optimierung-eines-hochdurchsatz-setup-zum-studium?language=German?language%3DGerman";"https://www.jove.com/v/51649/establishment-optimization-high-throughput-setup-to-study?language=German"
"https://www.jove.com/v/3844/el-genotipado-de-muestras-de-plantas-y-animales-sin-previa?language=Japanese";"https://www.jove.com/v/3844/genotyping-plant-animal-samples-without-prior-dna-purification-video?language=Japanese"
"https://www.jove.com/v/65935/the-active-place-avoidance-apa-test-an-effective-versatile-repeatable";"https://www.jove.com/t/65935/the-active-place-avoidance-apa-test-an-effective-versatile-repeatable"
"https://www.jove.com/t/56385?language=Arabic";"https://www.jove.com/t/56385/second-harmonic-generation-signals-rabbit-sclera-as-tool-for?language=Arabic"
"https://www.jove.com/t/59151?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed: 
jove (JoVE: Journal of Visualized 
Experiments)&?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed: jove 
(JoVE: Journal of Visualized Experiments)&&language=Chinese,2024-04-27;;";"https://www.jove.com/t/59151/a-rapid-method-for-modeling-a-variable-cycle-engine-video-jove?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:%20%0Ajove%20(JoVE:%20Journal%20of%20Visualized%20%0AExperiments)&?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:%20jove%20%0A(JoVE:%20Journal%20of%20Visualized%20Experiments)&&language=Chinese,2024-04-27;;"
"https://www.jove.com/details.php?id=2790";"https://www.jove.com/t/2790/quantifying-frequency-tumor-propagating-cells-using-limiting-dilution"
"https://www.jove.com/science-education/10457/turbulence-sphere-method-";"https://www.jove.com/v/10457/turbulence-measurements-at-varying-air-speeds"
"https://www.jove.com/science-education/v/10752/photosystem-i?language=Korean";"https://www.jove.com/science-education/10752/photosynthesis-p700-and-photosystem-i?language=Korean"
"https://www.jove.com/science-education/10815/gene-therapy?language=German&list=q0KdD7Ao";"https://www.jove.com/science-education/10815/gene-therapy-in-disease-intervention?language=German&list=q0KdD7Ao"
"https://www.jove.com/index/Details.stp?ID=186";"https://www.jove.com/t/186/optimized-fibrin-gel-bead-assay-for-study-angiogenesis-video"
"https://www.jove.com/v/62205/-?language=Norwegian";"https://www.jove.com/v/62205/divergence-root-microbiota-different-habitats-based-on-weighted?language=Norwegian"
"https://www.jove.com/t/3983/in-vitro-electroporation-of-the-lower-rhombic-lip-of-midgestation-mouse-embryos";"https://www.jove.com/t/3983/in-vitro-electroporation-lower-rhombic-lip-midgestation-mouse-embryos"
"https://www.jove.com/v/61584/-?language=Hebrew";"https://www.jove.com/v/61584/dual-raster-scanning-photoacoustic-small-animal-imager-for-vascular?language=Hebrew"
"https://www.jove.com/v/55005/-strategy-set-?language=Russian?language%3DRussian";"https://www.jove.com/v/55005/new-variations-for-strategy-set-shifting-in-the-rat-video-jove?language=Russian"
"https://www.jove.com/v/4429/ivis?language=Chinese";"https://www.jove.com/v/4429/in-vivo-imaging-systems-ivis-detection-neuro-invasive-encephalitic?language=Chinese"
"https://www.jove.com/v/51546/-phosphopeptide-?language=Arabic";"https://www.jove.com/v/51546/phosphopeptide-analysis-of-rodent-epididymal-spermatozoa-video-jove?language=Arabic"
"https://www.jove.com/t/53966?list=S41X6MYe&?list=S41X6MYe&&language=Turkish";"https://www.jove.com/t/53966/using-light-sheet-fluorescence-microscopy-to-image-zebrafish-eye?list=S41X6MYe&?list=S41X6MYe&&language=Turkish"
"https://www.jove.com/v/2783/in-vitro-assay-der-bakteriellen-adhsion-auf-mammalian-epithelzellen?sn=c&eid=60182&language=German";"https://www.jove.com/v/2783/in-vitro-assay-bacterial-adhesion-onto-mammalian-epithelial-cells?sn=c&eid=60182&language=German"
"https://www.jove.com/v/58943/modle-d-injection-de-joues-pour-la-mesure-simultane-de-la-douleur-et?language=French";"https://www.jove.com/v/58943/cheek-injection-model-for-simultaneous-measurement-pain-itch-related?language=French"
"https://www.jove.com/t/52972/dna?language=Chinese";"https://www.jove.com/t/52972/preparation-mica-silicon-substrates-for-dna-origami-analysis?language=Chinese"
"https://www.jove.com/v/52531/un-protocolo-para-la-de-lentiviral-transduccin-y-anlisis-de-aguas?language=Spanish";"https://www.jove.com/v/52531/a-protocol-for-lentiviral-transduction-downstream-analysis-intestinal?language=Spanish"
"https://www.jove.com/video/53324?language=Portuguese";"https://www.jove.com/v/53324/layer-layer-synthesis-transfer-freestanding-conjugated-microporous?language=Portuguese"
"https://www.jove.com/v/66272/assessment-visual-acuity-central-vision-loss-through-motion-based";"https://www.jove.com/t/66272/motion-acuity-test-for-visual-field-acuity-measurement-with-motion"
"https://www.jove.com/science-education/11348/clausius-clapeyron-equation?language=French";"https://www.jove.com/science-education/11348/clausius-clapeyron-equation-vapor-pressure-and-temperature-relation?language=French"
"https://www.jove.com/v/50494/un-mtodo-sensible-para-cuantificar-las-clulas-cancerosas-senescentes?language=Spanish";"https://www.jove.com/v/50494/a-sensitive-method-to-quantify-senescent-cancer-cells-video-jove?language=Spanish"
"https://www.jove.com/v/62719/pure-shift-nuclear-magnetic-resonance-new-tool-for-plant-metabolomics?list=t6htsdj0";"https://www.jove.com/t/62719/pure-shift-nuclear-magnetic-resonance-new-tool-for-plant?list=t6htsdj0"
"https://www.jove.com/v/50247/dorudan-basnc-zleme-doru-cryoballoon-ablasyon-srasnda-pulmoner-ven?language=German";"https://www.jove.com/v/50247/direct-pressure-monitoring-accurately-predicts-pulmonary-vein?language=German"
"https://www.jove.com/v/2282/bal-ars-burnumun-extension-tepki-klasik-koullanma-davran-farmakoloji?language=Spanish";"https://www.jove.com/v/2282/behavioural-pharmacology-classical-conditioning-proboscis-extension?language=Spanish"
"https://www.jove.com/video/4143/orthotopic-liver-transplantation-in-rats";"https://www.jove.com/v/4143/orthotopic-liver-transplantation-in-rats-video-jove"
"https://www.jove.com/v/50585/aislamiento-manual-de-clulas-madre-derivadas-de-tejido-adiposo-de?utm_medium=feed&utm_campaign=Feed%253A 
jove %2528JoVE%253A Journal of Visualized 
Experiments%2529&?utm_medium=feed&utm_campaign=Feed%253A jove 
%2528JoVE%253A Journal of Visualized 
Experiments%2529&?utm_medium=feed&utm_campaign=Feed%253A jove 
%2528JoVE%253A Journal of Visualized Experiments%2529&language=Spanish,2024-04-27;;";"https://www.jove.com/v/50585/manual-isolation-adipose-derived-stem-cells-from-human-lipoaspirates?utm_medium=feed&utm_campaign=Feed%253A%20%0Ajove%20%2528JoVE%253A%20Journal%20of%20Visualized%20%0AExperiments%2529&?utm_medium=feed&utm_campaign=Feed%253A%20jove%20%0A%2528JoVE%253A%20Journal%20of%20Visualized%20%0AExperiments%2529&?utm_medium=feed&utm_campaign=Feed%253A%20jove%20%0A%2528JoVE%253A%20Journal%20of%20Visualized%20Experiments%2529&language=Spanish,2024-04-27;;"
"https://www.jove.com/fr/t/64309/-?language=Arabic";"https://www.jove.com/t/64309/a-minimally-invasive-accurate-efficient-technique-for-intrathymic?language=Arabic"
"https://www.jove.com/v/2282/bal-ars-burnumun-extension-tepki-klasik-koullanma-davran-farmakoloji?language=Japanese";"https://www.jove.com/v/2282/behavioural-pharmacology-classical-conditioning-proboscis-extension?language=Japanese"
"https://www.jove.com/v/57228/-?language=Hebrew?language%3DHebrew";"https://www.jove.com/v/57228/kinematic-analysis-using-3d-motion-capture-drinking-task-people-with?language=Hebrew"
